Move In,In Time,Move Out,Out Time,Stay Duration
3363,2025-06-12 13:05,3363,2025-06-12 13:05,3.83
3364,2025-06-12 13:05,3364,2025-06-12 13:05,3.28
3365,2025-06-12 13:06,3365,2025-06-12 13:06,3.66
3366,2025-06-12 13:06,3366,2025-06-12 13:06,3.92
3367,2025-06-12 13:07,3367,2025-06-12 13:07,1.59
3368,2025-06-12 13:07,3368,2025-06-12 13:07,2.58
3369,2025-06-12 13:08,3369,2025-06-12 13:08,4.62
3370,2025-06-12 13:09,3370,2025-06-12 13:09,4.24
3371,2025-06-12 13:11,3371,2025-06-12 13:11,1.89
3372,2025-06-12 13:11,3372,2025-06-12 13:11,4.52
3373,2025-06-12 13:11,3373,2025-06-12 13:11,4.47
3374,2025-06-12 13:12,3374,2025-06-12 13:12,3.61
3375,2025-06-12 13:14,3375,2025-06-12 13:14,2.4
3376,2025-06-12 13:15,3376,2025-06-12 13:15,2.13
3377,2025-06-12 13:16,3377,2025-06-12 13:16,4.21
3378,2025-06-12 13:16,3378,2025-06-12 13:16,1.11
3379,2025-06-12 13:16,3379,2025-06-12 13:16,3.32
3380,2025-06-12 13:17,3380,2025-06-12 13:17,1.16
3381,2025-06-12 13:17,3381,2025-06-12 13:17,1.62
3382,2025-06-12 13:18,3382,2025-06-12 13:18,2.83
3383,2025-06-12 13:18,3383,2025-06-12 13:18,3.24
3384,2025-06-12 13:19,3384,2025-06-12 13:19,2.96
3385,2025-06-12 13:19,3385,2025-06-12 13:19,4.01
3386,2025-06-12 13:19,3386,2025-06-12 13:19,4.62
3387,2025-06-12 13:20,3387,2025-06-12 13:20,2.39
3388,2025-06-12 13:20,3388,2025-06-12 13:20,2.59
3389,2025-06-12 13:20,3389,2025-06-12 13:20,2.09
3390,2025-06-12 13:21,3390,2025-06-12 13:21,3.19
3391,2025-06-12 13:22,3391,2025-06-12 13:22,4.41
3392,2025-06-12 13:22,3392,2025-06-12 13:22,2.04
3393,2025-06-12 13:23,3393,2025-06-12 13:23,3.97
3394,2025-06-12 13:24,3394,2025-06-12 13:24,4.61
3395,2025-06-12 13:24,3395,2025-06-12 13:24,1.86
3396,2025-06-12 13:25,3396,2025-06-12 13:25,2.23
3397,2025-06-12 13:25,3397,2025-06-12 13:25,4.69
3398,2025-06-12 13:26,3398,2025-06-12 13:26,2.57
3399,2025-06-12 13:27,3399,2025-06-12 13:27,2.1
3400,2025-06-12 13:31,3400,2025-06-12 13:31,1.4
3401,2025-06-12 13:32,3401,2025-06-12 13:32,2.81
3402,2025-06-12 13:32,3402,2025-06-12 13:32,4.06
3403,2025-06-12 13:32,3403,2025-06-12 13:32,3.66
3404,2025-06-12 13:33,3404,2025-06-12 13:33,3.76
3405,2025-06-12 13:34,3405,2025-06-12 13:34,1.57
3406,2025-06-12 13:35,3406,2025-06-12 13:35,1.68
3407,2025-06-12 13:35,3407,2025-06-12 13:35,4.31
3408,2025-06-12 13:35,3408,2025-06-12 13:35,3.13
3409,2025-06-12 13:36,3409,2025-06-12 13:36,2.42
3410,2025-06-12 13:36,3410,2025-06-12 13:36,1.57
3411,2025-06-12 13:36,3411,2025-06-12 13:36,1.63
3412,2025-06-12 13:37,3412,2025-06-12 13:37,1.36
3413,2025-06-12 13:38,3413,2025-06-12 13:38,4.1
3414,2025-06-12 13:39,3414,2025-06-12 13:39,3.17
3415,2025-06-12 13:40,3415,2025-06-12 13:40,4.39
3416,2025-06-12 13:42,3416,2025-06-12 13:42,1.65
3417,2025-06-12 13:44,3417,2025-06-12 13:44,4.16
3418,2025-06-12 13:45,3418,2025-06-12 13:45,3.99
3419,2025-06-12 13:46,3419,2025-06-12 13:46,2.02
3420,2025-06-12 13:47,3420,2025-06-12 13:47,3.84
3421,2025-06-12 13:48,3421,2025-06-12 13:48,3.13
3422,2025-06-12 13:49,3422,2025-06-12 13:49,2.98
3423,2025-06-12 13:49,3423,2025-06-12 13:49,2.49
3424,2025-06-12 13:49,3424,2025-06-12 13:49,4.79
3425,2025-06-12 13:50,3425,2025-06-12 13:50,4.22
3426,2025-06-12 13:50,3426,2025-06-12 13:50,4.63
3427,2025-06-12 13:52,3427,2025-06-12 13:52,3.52
3428,2025-06-12 13:53,3428,2025-06-12 13:53,1.53
3429,2025-06-12 13:53,3429,2025-06-12 13:53,3.41
3430,2025-06-12 13:53,3430,2025-06-12 13:53,3.29
3431,2025-06-12 13:55,3431,2025-06-12 13:55,1.92
3432,2025-06-12 13:55,3432,2025-06-12 13:55,3.79
3433,2025-06-12 13:56,3433,2025-06-12 13:56,1.24
3434,2025-06-12 13:56,3434,2025-06-12 13:56,3.87
3435,2025-06-12 13:58,3435,2025-06-12 13:58,4.9
3436,2025-06-12 13:58,3436,2025-06-12 13:58,3.13
3437,2025-06-12 13:59,3437,2025-06-12 13:59,2.23
3438,2025-06-12 13:59,3438,2025-06-12 13:59,4.56
3439,2025-06-12 14:01,3439,2025-06-12 14:01,2.42
3440,2025-06-12 14:02,3440,2025-06-12 14:02,4.96
3441,2025-06-12 14:03,3441,2025-06-12 14:03,4.21
3442,2025-06-12 14:03,3442,2025-06-12 14:03,3.77
3443,2025-06-12 14:04,3443,2025-06-12 14:04,3.02
3444,2025-06-12 14:04,3444,2025-06-12 14:04,3.37
3445,2025-06-12 14:04,3445,2025-06-12 14:04,1.03
3446,2025-06-12 14:05,3446,2025-06-12 14:05,2.85
3447,2025-06-12 14:06,3447,2025-06-12 14:06,4.16
3448,2025-06-12 14:06,3448,2025-06-12 14:06,3.91
3449,2025-06-12 14:07,3449,2025-06-12 14:07,4.81
3450,2025-06-12 14:07,3450,2025-06-12 14:07,3.68
3451,2025-06-12 14:07,3451,2025-06-12 14:07,4.25
3452,2025-06-12 14:08,3452,2025-06-12 14:08,3.05
3453,2025-06-12 14:08,3453,2025-06-12 14:08,4.58
3454,2025-06-12 14:09,3454,2025-06-12 14:09,4.27
3455,2025-06-12 14:09,3455,2025-06-12 14:09,1.15
3456,2025-06-12 14:10,3456,2025-06-12 14:10,2.16
3457,2025-06-12 14:11,3457,2025-06-12 14:11,2.54
3458,2025-06-12 14:12,3458,2025-06-12 14:12,3.99
3459,2025-06-12 14:12,3459,2025-06-12 14:12,2.33
3460,2025-06-12 14:13,3460,2025-06-12 14:13,4.31
3461,2025-06-12 14:13,3461,2025-06-12 14:13,2.98
3462,2025-06-12 14:14,3462,2025-06-12 14:14,4.83
3463,2025-06-12 14:15,3463,2025-06-12 14:15,4.42
3464,2025-06-12 14:15,3464,2025-06-12 14:15,3.5
3465,2025-06-12 14:15,3465,2025-06-12 14:15,1.26
3466,2025-06-12 14:16,3466,2025-06-12 14:16,1.79
3467,2025-06-12 14:16,3467,2025-06-12 14:16,1.79
3468,2025-06-12 14:16,3468,2025-06-12 14:16,1.9
3469,2025-06-12 14:17,3469,2025-06-12 14:17,2.43
3470,2025-06-12 14:17,3470,2025-06-12 14:17,1.22
3471,2025-06-12 14:18,3471,2025-06-12 14:18,1.92
3472,2025-06-12 14:18,3472,2025-06-12 14:18,1.72
3473,2025-06-12 14:19,3473,2025-06-12 14:19,1.94
3474,2025-06-12 14:19,3474,2025-06-12 14:19,4.88
3475,2025-06-12 14:19,3475,2025-06-12 14:19,2.27
3476,2025-06-12 14:20,3476,2025-06-12 14:20,4.92
3477,2025-06-12 14:20,3477,2025-06-12 14:20,1.9
3478,2025-06-12 14:22,3478,2025-06-12 14:22,2.49
3479,2025-06-12 14:22,3479,2025-06-12 14:22,2.88
3480,2025-06-12 14:24,3480,2025-06-12 14:24,3.38
3481,2025-06-12 14:24,3481,2025-06-12 14:24,3.24
3482,2025-06-12 14:25,3482,2025-06-12 14:25,5.0
3483,2025-06-12 14:26,3483,2025-06-12 14:26,2.16
3484,2025-06-12 14:26,3484,2025-06-12 14:26,4.03
3485,2025-06-12 14:26,3485,2025-06-12 14:26,4.99
3486,2025-06-12 14:27,3486,2025-06-12 14:27,2.21
3487,2025-06-12 14:27,3487,2025-06-12 14:27,4.58
3488,2025-06-12 14:28,3488,2025-06-12 14:28,3.49
3489,2025-06-12 14:28,3489,2025-06-12 14:28,4.7
3490,2025-06-12 14:28,3490,2025-06-12 14:28,1.74
3491,2025-06-12 14:29,3491,2025-06-12 14:29,3.6
3492,2025-06-12 14:29,3492,2025-06-12 14:29,3.18
3493,2025-06-12 14:30,3493,2025-06-12 14:30,2.82
3494,2025-06-12 14:31,3494,2025-06-12 14:31,4.06
3495,2025-06-12 14:32,3495,2025-06-12 14:32,1.53
3496,2025-06-12 14:32,3496,2025-06-12 14:32,3.53
3497,2025-06-12 14:32,3497,2025-06-12 14:32,1.97
3498,2025-06-12 14:34,3498,2025-06-12 14:34,2.82
3499,2025-06-12 14:34,3499,2025-06-12 14:34,1.25
3500,2025-06-12 14:35,3500,2025-06-12 14:35,1.8
3501,2025-06-12 14:36,3501,2025-06-12 14:36,1.82
3502,2025-06-12 14:37,3502,2025-06-12 14:37,1.06
3503,2025-06-12 14:37,3503,2025-06-12 14:37,2.85
3504,2025-06-12 14:39,3504,2025-06-12 14:39,1.89
3505,2025-06-12 14:40,3505,2025-06-12 14:40,3.24
3506,2025-06-12 14:40,3506,2025-06-12 14:40,2.93
3507,2025-06-12 14:40,3507,2025-06-12 14:40,3.55
3508,2025-06-12 14:41,3508,2025-06-12 14:41,3.31
3509,2025-06-12 14:42,3509,2025-06-12 14:42,1.75
3510,2025-06-12 14:42,3510,2025-06-12 14:42,1.35
3511,2025-06-12 14:43,3511,2025-06-12 14:43,1.11
3512,2025-06-12 14:48,3512,2025-06-12 14:48,3.42
3513,2025-06-12 14:48,3513,2025-06-12 14:48,1.78
3514,2025-06-12 14:48,3514,2025-06-12 14:48,2.97
3515,2025-06-12 14:49,3515,2025-06-12 14:49,4.19
3516,2025-06-12 14:49,3516,2025-06-12 14:49,2.18
3517,2025-06-12 14:49,3517,2025-06-12 14:49,3.97
3518,2025-06-12 14:50,3518,2025-06-12 14:50,3.83
3519,2025-06-12 14:50,3519,2025-06-12 14:50,2.56
3520,2025-06-12 14:51,3520,2025-06-12 14:51,1.85
3521,2025-06-12 14:54,3521,2025-06-12 14:54,1.67
3522,2025-06-12 14:55,3522,2025-06-12 14:55,4.92
3523,2025-06-12 14:55,3523,2025-06-12 14:55,1.98
3524,2025-06-12 14:55,3524,2025-06-12 14:55,2.06
3525,2025-06-12 14:56,3525,2025-06-12 14:56,2.24
3526,2025-06-12 14:56,3526,2025-06-12 14:56,3.44
3527,2025-06-12 14:57,3527,2025-06-12 14:57,4.92
3528,2025-06-12 14:58,3528,2025-06-12 14:58,1.03
3529,2025-06-12 14:58,3529,2025-06-12 14:58,3.4
3530,2025-06-12 14:58,3530,2025-06-12 14:58,2.21
3531,2025-06-12 15:00,3531,2025-06-12 15:00,1.51
3532,2025-06-12 15:01,3532,2025-06-12 15:01,2.44
3533,2025-06-12 15:01,3533,2025-06-12 15:01,1.36
3534,2025-06-12 15:01,3534,2025-06-12 15:01,3.5
3535,2025-06-12 15:02,3535,2025-06-12 15:02,4.29
3536,2025-06-12 15:04,3536,2025-06-12 15:04,1.01
3537,2025-06-12 15:06,3537,2025-06-12 15:06,1.53
3538,2025-06-12 15:06,3538,2025-06-12 15:06,4.74
3539,2025-06-12 15:06,3539,2025-06-12 15:06,1.96
3540,2025-06-12 15:08,3540,2025-06-12 15:08,2.73
3541,2025-06-12 15:08,3541,2025-06-12 15:08,4.56
3542,2025-06-12 15:09,3542,2025-06-12 15:09,4.98
3543,2025-06-12 15:10,3543,2025-06-12 15:10,4.06
3544,2025-06-12 15:10,3544,2025-06-12 15:10,3.96
3545,2025-06-12 15:10,3545,2025-06-12 15:10,1.89
3546,2025-06-12 15:11,3546,2025-06-12 15:11,2.58
3547,2025-06-12 15:11,3547,2025-06-12 15:11,4.36
3548,2025-06-12 15:11,3548,2025-06-12 15:11,2.54
3549,2025-06-12 15:13,3549,2025-06-12 15:13,2.24
3550,2025-06-12 15:13,3550,2025-06-12 15:13,2.68
3551,2025-06-12 15:14,3551,2025-06-12 15:14,2.01
3552,2025-06-12 15:15,3552,2025-06-12 15:15,1.99
3553,2025-06-12 15:15,3553,2025-06-12 15:15,1.36
3554,2025-06-12 15:15,3554,2025-06-12 15:15,4.86
3555,2025-06-12 15:16,3555,2025-06-12 15:16,4.99
3556,2025-06-12 15:16,3556,2025-06-12 15:16,1.42
3557,2025-06-12 15:17,3557,2025-06-12 15:17,4.88
3558,2025-06-12 15:17,3558,2025-06-12 15:17,3.66
3559,2025-06-12 15:18,3559,2025-06-12 15:18,3.29
3560,2025-06-12 15:18,3560,2025-06-12 15:18,4.68
3561,2025-06-12 15:19,3561,2025-06-12 15:19,4.21
3562,2025-06-12 15:19,3562,2025-06-12 15:19,1.68
3563,2025-06-12 15:20,3563,2025-06-12 15:20,4.63
3564,2025-06-12 15:20,3564,2025-06-12 15:20,4.98
3565,2025-06-12 15:20,3565,2025-06-12 15:20,4.31
3566,2025-06-12 15:21,3566,2025-06-12 15:21,4.02
3567,2025-06-12 15:22,3567,2025-06-12 15:22,1.01
3568,2025-06-12 15:22,3568,2025-06-12 15:22,1.83
3569,2025-06-12 15:22,3569,2025-06-12 15:22,4.71
3570,2025-06-12 15:23,3570,2025-06-12 15:23,4.14
3571,2025-06-12 15:24,3571,2025-06-12 15:24,1.09
3572,2025-06-12 15:24,3572,2025-06-12 15:24,1.97
3573,2025-06-12 15:25,3573,2025-06-12 15:25,3.36
3574,2025-06-12 15:26,3574,2025-06-12 15:26,2.23
3575,2025-06-12 15:27,3575,2025-06-12 15:27,3.76
3576,2025-06-12 15:27,3576,2025-06-12 15:27,1.68
3577,2025-06-12 15:28,3577,2025-06-12 15:28,4.38
3578,2025-06-12 15:29,3578,2025-06-12 15:29,4.16
3579,2025-06-12 15:30,3579,2025-06-12 15:30,2.22
3580,2025-06-12 15:30,3580,2025-06-12 15:30,1.21
3581,2025-06-12 15:31,3581,2025-06-12 15:31,3.09
3582,2025-06-12 15:31,3582,2025-06-12 15:31,3.59
3583,2025-06-12 15:33,3583,2025-06-12 15:33,4.23
3584,2025-06-12 15:33,3584,2025-06-12 15:33,4.1
3585,2025-06-12 15:33,3585,2025-06-12 15:33,1.48
3586,2025-06-12 15:34,3586,2025-06-12 15:34,3.25
3587,2025-06-12 15:34,3587,2025-06-12 15:34,2.62
3588,2025-06-12 15:35,3588,2025-06-12 15:35,1.11
3589,2025-06-12 15:36,3589,2025-06-12 15:36,1.44
3590,2025-06-12 15:36,3590,2025-06-12 15:36,3.13
3591,2025-06-12 15:36,3591,2025-06-12 15:36,2.49
3592,2025-06-12 15:38,3592,2025-06-12 15:38,3.92
3593,2025-06-12 15:38,3593,2025-06-12 15:38,3.69
3594,2025-06-12 15:38,3594,2025-06-12 15:38,1.72
3595,2025-06-12 15:39,3595,2025-06-12 15:39,3.04
3596,2025-06-12 15:40,3596,2025-06-12 15:40,4.31
3597,2025-06-12 15:40,3597,2025-06-12 15:40,3.87
3598,2025-06-12 15:41,3598,2025-06-12 15:41,4.93
3599,2025-06-12 15:41,3599,2025-06-12 15:41,4.53
3600,2025-06-12 15:42,3600,2025-06-12 15:42,4.46
3601,2025-06-12 15:42,3601,2025-06-12 15:42,1.56
3602,2025-06-12 15:43,3602,2025-06-12 15:43,3.17
3603,2025-06-12 15:43,3603,2025-06-12 15:43,4.3
3604,2025-06-12 15:44,3604,2025-06-12 15:44,3.52
3605,2025-06-12 15:44,3605,2025-06-12 15:44,2.29
3606,2025-06-12 15:45,3606,2025-06-12 15:45,1.92
3607,2025-06-12 15:45,3607,2025-06-12 15:45,2.4
3608,2025-06-12 15:45,3608,2025-06-12 15:45,2.33
3609,2025-06-12 15:46,3609,2025-06-12 15:46,2.4
3610,2025-06-12 15:46,3610,2025-06-12 15:46,3.68
3611,2025-06-12 15:47,3611,2025-06-12 15:47,1.22
3612,2025-06-12 15:48,3612,2025-06-12 15:48,2.36
3613,2025-06-12 15:48,3613,2025-06-12 15:48,1.89
3614,2025-06-12 15:48,3614,2025-06-12 15:48,2.37
3615,2025-06-12 15:50,3615,2025-06-12 15:50,3.5
3616,2025-06-12 15:51,3616,2025-06-12 15:51,3.24
3617,2025-06-12 15:51,3617,2025-06-12 15:51,4.6
3618,2025-06-12 15:52,3618,2025-06-12 15:52,4.58
3619,2025-06-12 15:53,3619,2025-06-12 15:53,2.8
3620,2025-06-12 15:55,3620,2025-06-12 15:55,4.29
3621,2025-06-12 15:56,3621,2025-06-12 15:56,2.79
3622,2025-06-12 15:57,3622,2025-06-12 15:57,4.66
3623,2025-06-12 15:58,3623,2025-06-12 15:58,4.25
3624,2025-06-12 15:59,3624,2025-06-12 15:59,2.42
3625,2025-06-12 15:59,3625,2025-06-12 15:59,2.02
3626,2025-06-12 16:00,3626,2025-06-12 16:00,1.6
3627,2025-06-12 16:01,3627,2025-06-12 16:01,1.11
3628,2025-06-12 16:01,3628,2025-06-12 16:01,2.51
3629,2025-06-12 16:01,3629,2025-06-12 16:01,2.95
3630,2025-06-12 16:02,3630,2025-06-12 16:02,1.43
3631,2025-06-12 16:02,3631,2025-06-12 16:02,2.31
3632,2025-06-12 16:02,3632,2025-06-12 16:02,1.95
3633,2025-06-12 16:04,3633,2025-06-12 16:04,1.75
3634,2025-06-12 16:05,3634,2025-06-12 16:05,4.5
3635,2025-06-12 16:05,3635,2025-06-12 16:05,4.52
3636,2025-06-12 16:05,3636,2025-06-12 16:05,3.52
3637,2025-06-12 16:06,3637,2025-06-12 16:06,1.46
3638,2025-06-12 16:07,3638,2025-06-12 16:07,4.19
3639,2025-06-12 16:07,3639,2025-06-12 16:07,1.65
3640,2025-06-12 16:09,3640,2025-06-12 16:09,2.17
3641,2025-06-12 16:10,3641,2025-06-12 16:10,2.32
3642,2025-06-12 16:10,3642,2025-06-12 16:10,2.51
3643,2025-06-12 16:11,3643,2025-06-12 16:11,2.5
3644,2025-06-12 16:11,3644,2025-06-12 16:11,2.94
3645,2025-06-12 16:11,3645,2025-06-12 16:11,2.77
3646,2025-06-12 16:12,3646,2025-06-12 16:12,2.58
3647,2025-06-12 16:12,3647,2025-06-12 16:12,1.86
3648,2025-06-12 16:12,3648,2025-06-12 16:12,2.44
3649,2025-06-12 16:14,3649,2025-06-12 16:14,1.17
3650,2025-06-12 16:14,3650,2025-06-12 16:14,2.23
3651,2025-06-12 16:14,3651,2025-06-12 16:14,4.21
3652,2025-06-12 16:15,3652,2025-06-12 16:15,2.9
3653,2025-06-12 16:15,3653,2025-06-12 16:15,1.77
3654,2025-06-12 16:16,3654,2025-06-12 16:16,1.94
3655,2025-06-12 16:17,3655,2025-06-12 16:17,4.34
3656,2025-06-12 16:19,3656,2025-06-12 16:19,3.53
3657,2025-06-12 16:22,3657,2025-06-12 16:22,1.34
3658,2025-06-12 16:22,3658,2025-06-12 16:22,2.33
3659,2025-06-12 16:23,3659,2025-06-12 16:23,1.83
3660,2025-06-12 16:23,3660,2025-06-12 16:23,4.63
3661,2025-06-12 16:24,3661,2025-06-12 16:24,4.76
3662,2025-06-12 16:26,3662,2025-06-12 16:26,4.22
3663,2025-06-12 16:26,3663,2025-06-12 16:26,4.67
3664,2025-06-12 16:26,3664,2025-06-12 16:26,2.53
3665,2025-06-12 16:29,3665,2025-06-12 16:29,1.77
3666,2025-06-12 16:30,3666,2025-06-12 16:30,1.75
3667,2025-06-12 16:30,3667,2025-06-12 16:30,2.95
3668,2025-06-12 16:30,3668,2025-06-12 16:30,5.0
3669,2025-06-12 16:31,3669,2025-06-12 16:31,4.96
3670,2025-06-12 16:31,3670,2025-06-12 16:31,2.69
3671,2025-06-12 16:31,3671,2025-06-12 16:31,3.12
3672,2025-06-12 16:32,3672,2025-06-12 16:32,1.53
3673,2025-06-12 16:32,3673,2025-06-12 16:32,1.34
3674,2025-06-12 16:32,3674,2025-06-12 16:32,1.63
3675,2025-06-12 16:34,3675,2025-06-12 16:34,2.47
3676,2025-06-12 16:35,3676,2025-06-12 16:35,3.3
3677,2025-06-12 16:35,3677,2025-06-12 16:35,2.97
3678,2025-06-12 16:37,3678,2025-06-12 16:37,2.25
3679,2025-06-12 16:38,3679,2025-06-12 16:38,3.41
3680,2025-06-12 16:38,3680,2025-06-12 16:38,1.34
3681,2025-06-12 16:38,3681,2025-06-12 16:38,3.87
3682,2025-06-12 16:39,3682,2025-06-12 16:39,1.95
3683,2025-06-12 16:39,3683,2025-06-12 16:39,4.28
3684,2025-06-12 16:40,3684,2025-06-12 16:40,2.0
3685,2025-06-12 16:40,3685,2025-06-12 16:40,3.15
3686,2025-06-12 16:40,3686,2025-06-12 16:40,3.85
3687,2025-06-12 16:41,3687,2025-06-12 16:41,3.69
3688,2025-06-12 16:42,3688,2025-06-12 16:42,1.26
3689,2025-06-12 16:43,3689,2025-06-12 16:43,1.89
3690,2025-06-12 16:44,3690,2025-06-12 16:44,3.47
3691,2025-06-12 16:45,3691,2025-06-12 16:45,2.02
3692,2025-06-12 16:45,3692,2025-06-12 16:45,4.19
3693,2025-06-12 16:46,3693,2025-06-12 16:46,4.01
3694,2025-06-12 16:46,3694,2025-06-12 16:46,4.16
3695,2025-06-12 16:47,3695,2025-06-12 16:47,3.23
3696,2025-06-12 16:48,3696,2025-06-12 16:48,2.59
3697,2025-06-12 16:48,3697,2025-06-12 16:48,4.09
3698,2025-06-12 16:48,3698,2025-06-12 16:48,3.76
3699,2025-06-12 16:50,3699,2025-06-12 16:50,4.52
3700,2025-06-12 16:51,3700,2025-06-12 16:51,2.97
3701,2025-06-12 16:52,3701,2025-06-12 16:52,1.28
3702,2025-06-12 16:52,3702,2025-06-12 16:52,4.14
3703,2025-06-12 16:52,3703,2025-06-12 16:52,1.99
3704,2025-06-12 16:53,3704,2025-06-12 16:53,1.98
3705,2025-06-12 16:53,3705,2025-06-12 16:53,1.62
3706,2025-06-12 16:53,3706,2025-06-12 16:53,3.97
3707,2025-06-12 16:54,3707,2025-06-12 16:54,2.91
3708,2025-06-12 16:54,3708,2025-06-12 16:54,4.37
3709,2025-06-12 16:55,3709,2025-06-12 16:55,4.87
3710,2025-06-12 16:55,3710,2025-06-12 16:55,3.38
3711,2025-06-12 16:57,3711,2025-06-12 16:57,4.9
3712,2025-06-12 16:57,3712,2025-06-12 16:57,2.98
3713,2025-06-12 16:57,3713,2025-06-12 16:57,1.68
3714,2025-06-12 16:58,3714,2025-06-12 16:58,4.52
3715,2025-06-12 16:59,3715,2025-06-12 16:59,4.88
3716,2025-06-12 17:00,3716,2025-06-12 17:00,3.08
3717,2025-06-12 17:00,3717,2025-06-12 17:00,2.84
3718,2025-06-12 17:01,3718,2025-06-12 17:01,3.95
3719,2025-06-12 17:01,3719,2025-06-12 17:01,2.48
3720,2025-06-12 17:02,3720,2025-06-12 17:02,3.75
3721,2025-06-12 17:03,3721,2025-06-12 17:03,2.63
3722,2025-06-12 17:04,3722,2025-06-12 17:04,3.43
3723,2025-06-12 17:04,3723,2025-06-12 17:04,3.19
3724,2025-06-12 17:04,3724,2025-06-12 17:04,4.81
3725,2025-06-12 17:06,3725,2025-06-12 17:06,2.87
3726,2025-06-12 17:06,3726,2025-06-12 17:06,1.59
3727,2025-06-12 17:07,3727,2025-06-12 17:07,1.73
3728,2025-06-12 17:07,3728,2025-06-12 17:07,4.07
3729,2025-06-12 17:09,3729,2025-06-12 17:09,2.65
3730,2025-06-12 17:10,3730,2025-06-12 17:10,1.28
3731,2025-06-12 17:10,3731,2025-06-12 17:10,4.65
3732,2025-06-12 17:10,3732,2025-06-12 17:10,3.82
3733,2025-06-12 17:12,3733,2025-06-12 17:12,1.66
3734,2025-06-12 17:12,3734,2025-06-12 17:12,3.24
3735,2025-06-12 17:12,3735,2025-06-12 17:12,2.38
3736,2025-06-12 17:13,3736,2025-06-12 17:13,1.23
3737,2025-06-12 17:13,3737,2025-06-12 17:13,1.6
3738,2025-06-12 17:14,3738,2025-06-12 17:14,3.8
3739,2025-06-12 17:14,3739,2025-06-12 17:14,2.24
3740,2025-06-12 17:16,3740,2025-06-12 17:16,4.0
3741,2025-06-12 17:16,3741,2025-06-12 17:16,3.28
3742,2025-06-12 17:16,3742,2025-06-12 17:16,4.94
3743,2025-06-12 17:18,3743,2025-06-12 17:18,4.84
3744,2025-06-12 17:19,3744,2025-06-12 17:19,3.96
3745,2025-06-12 17:19,3745,2025-06-12 17:19,4.18
3746,2025-06-12 17:19,3746,2025-06-12 17:19,4.93
3747,2025-06-12 17:21,3747,2025-06-12 17:21,2.31
3748,2025-06-12 17:23,3748,2025-06-12 17:23,2.27
3749,2025-06-12 17:23,3749,2025-06-12 17:23,4.41
3750,2025-06-12 17:23,3750,2025-06-12 17:23,3.89
3751,2025-06-12 17:24,3751,2025-06-12 17:24,4.59
3752,2025-06-12 17:24,3752,2025-06-12 17:24,3.57
3753,2025-06-12 17:24,3753,2025-06-12 17:24,3.14
3754,2025-06-12 17:26,3754,2025-06-12 17:26,4.85
3755,2025-06-12 17:26,3755,2025-06-12 17:26,1.06
3756,2025-06-12 17:27,3756,2025-06-12 17:27,4.95
3757,2025-06-12 17:27,3757,2025-06-12 17:27,1.72
3758,2025-06-12 17:28,3758,2025-06-12 17:28,4.11
3759,2025-06-12 17:28,3759,2025-06-12 17:28,1.85
3760,2025-06-12 17:28,3760,2025-06-12 17:28,1.36
3761,2025-06-12 17:30,3761,2025-06-12 17:30,2.5
3762,2025-06-12 17:31,3762,2025-06-12 17:31,2.65
3763,2025-06-12 17:32,3763,2025-06-12 17:32,3.02
3764,2025-06-12 17:32,3764,2025-06-12 17:32,4.86
3765,2025-06-12 17:33,3765,2025-06-12 17:33,2.94
3766,2025-06-12 17:33,3766,2025-06-12 17:33,4.42
3767,2025-06-12 17:33,3767,2025-06-12 17:33,3.23
3768,2025-06-12 17:34,3768,2025-06-12 17:34,3.23
3769,2025-06-12 17:34,3769,2025-06-12 17:34,2.47
3770,2025-06-12 17:34,3770,2025-06-12 17:34,2.7
3771,2025-06-12 17:35,3771,2025-06-12 17:35,4.28
3772,2025-06-12 17:35,3772,2025-06-12 17:35,1.05
3773,2025-06-12 17:37,3773,2025-06-12 17:37,4.02
3774,2025-06-12 17:37,3774,2025-06-12 17:37,2.47
3775,2025-06-12 17:37,3775,2025-06-12 17:37,4.22
3776,2025-06-12 17:38,3776,2025-06-12 17:38,4.91
3777,2025-06-12 17:38,3777,2025-06-12 17:38,2.32
3778,2025-06-12 17:38,3778,2025-06-12 17:38,1.52
3779,2025-06-12 17:39,3779,2025-06-12 17:39,4.73
3780,2025-06-12 17:39,3780,2025-06-12 17:39,1.19
3781,2025-06-12 17:41,3781,2025-06-12 17:41,1.94
3782,2025-06-12 17:41,3782,2025-06-12 17:41,3.6
3783,2025-06-12 17:41,3783,2025-06-12 17:41,2.45
3784,2025-06-12 17:42,3784,2025-06-12 17:42,1.85
3785,2025-06-12 17:42,3785,2025-06-12 17:42,2.84
3786,2025-06-12 17:42,3786,2025-06-12 17:42,2.73
3787,2025-06-12 17:43,3787,2025-06-12 17:43,4.24
3788,2025-06-12 17:43,3788,2025-06-12 17:43,3.5
3789,2025-06-12 17:44,3789,2025-06-12 17:44,2.8
3790,2025-06-12 17:44,3790,2025-06-12 17:44,4.22
3791,2025-06-12 17:44,3791,2025-06-12 17:44,2.15
3792,2025-06-12 17:45,3792,2025-06-12 17:45,1.77
3793,2025-06-12 17:46,3793,2025-06-12 17:46,3.32
3794,2025-06-12 17:46,3794,2025-06-12 17:46,1.37
3795,2025-06-12 17:46,3795,2025-06-12 17:46,3.78
3796,2025-06-12 17:48,3796,2025-06-12 17:48,4.2
3797,2025-06-12 17:48,3797,2025-06-12 17:48,1.53
3798,2025-06-12 17:48,3798,2025-06-12 17:48,3.69
